,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
1968,Female,0,4,4,2.0,3.0,2.0,3.0,4.0,General,General / CAP Based
1969,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1970,Male,0,4,4,3.0,3.0,2.0,2.0,2.0,General,General / CAP Based
1971,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1972,Female,0,4,4,4.0,3.0,4.0,4.0,3.0,General,General / CAP Based
1974,Female,0,4,4,2.0,2.0,2.0,4.0,3.0,Minority,General / CAP Based
1975,Male,0,3,3,2.0,2.0,1.0,2.0,3.0,Minority,General / CAP Based
1976,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1978,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,Minority,General / CAP Based
1979,Female,0,4,4,4.0,3.0,3.0,3.0,4.0,General,General / CAP Based
1980,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1981,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,General,General / CAP Based
1982,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,Minority,General / CAP Based
1984,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,Minority,General / CAP Based
1985,Female,0,4,4,2.0,2.0,1.0,3.0,4.0,Minority,General / CAP Based
1986,Male,0,4,4,1.0,1.0,1.0,1.0,2.0,General,General / CAP Based
1987,Male,0,3,3,2.0,2.0,2.0,2.0,3.0,General,General / CAP Based
1988,Male,0,4,4,1.0,3.0,2.0,3.0,3.0,Minority,General / CAP Based
1991,Male,0,4,4,3.0,3.0,2.0,2.0,1.0,General,General / CAP Based
1992,Female,0,3,3,1.0,2.0,2.0,3.0,4.0,Minority,General / CAP Based
1993,Male,0,4,4,2.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1994,Male,0,4,4,2.0,2.0,1.0,2.0,3.0,General,General / CAP Based
1995,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,General,General / CAP Based
1998,Male,0,4,4,1.0,1.0,1.0,2.0,2.0,Minority,General / CAP Based
2001,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2002,Female,0,4,4,1.0,2.0,2.0,2.0,3.0,General,General / CAP Based
2004,Male,0,4,4,4.0,4.0,4.0,3.0,4.0,General,General / CAP Based
2005,Male,0,4,4,1.0,1.0,1.0,2.0,3.0,Minority,General / CAP Based
2007,Male,0,4,4,1.0,2.0,1.0,2.0,2.0,General,General / CAP Based
2008,Female,0,4,4,2.0,2.0,1.0,2.0,3.0,Minority,General / CAP Based
2011,Male,0,4,4,3.0,3.0,3.0,3.0,2.0,General,General / CAP Based
2012,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,General,General / CAP Based
2013,Male,0,3,3,3.0,2.0,3.0,3.0,4.0,General,General / CAP Based
2014,Male,0,4,4,2.0,3.0,2.0,3.0,2.0,General,General / CAP Based
2015,Male,0,3,3,1.0,1.0,1.0,1.0,1.0,Reserved,General / CAP Based
2017,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,General,General / CAP Based
2018,Male,0,4,4,2.0,2.0,2.0,2.0,2.0,General,General / CAP Based
2019,Male,0,4,4,2.0,2.0,2.0,3.0,3.0,General,General / CAP Based
2022,Male,0,3,3,2.0,2.0,2.0,2.0,3.0,General,General / CAP Based
2023,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2024,Male,0,4,4,1.0,1.0,1.0,1.0,1.0,General,General / CAP Based
2025,Male,0,4,4,1.0,2.0,1.0,2.0,2.0,General,General / CAP Based
2026,Female,0,4,4,1.0,2.0,2.0,3.0,2.0,General,General / CAP Based
2027,Male,0,4,4,2.0,2.0,1.0,2.0,2.0,General,General / CAP Based
2028,Male,0,4,4,1.0,4.0,1.0,4.0,2.0,Reserved,General / CAP Based
2029,Female,0,4,4,1.0,1.0,2.0,3.0,3.0,General,General / CAP Based
2030,Male,0,3,3,2.0,3.0,2.0,3.0,2.0,General,General / CAP Based
2031,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Reserved,General / CAP Based
2032,Male,0,3,3,2.0,1.0,1.0,2.0,1.0,General,General / CAP Based
2033,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2036,Female,0,4,4,1.0,1.0,1.0,2.0,2.0,General,General / CAP Based
2037,Female,0,4,4,4.0,4.0,3.0,3.0,3.0,General,General / CAP Based
2038,Female,0,4,4,1.0,1.0,2.0,3.0,2.0,Reserved,General / CAP Based
2039,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Reserved,General / CAP Based
2040,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Reserved,General / CAP Based
2041,Male,0,4,4,4.0,3.0,3.0,3.0,4.0,General,General / CAP Based
2042,Male,0,4,4,4.0,3.0,3.0,3.0,3.0,General,General / CAP Based
2043,Female,0,4,4,1.0,2.0,2.0,3.0,3.0,General,General / CAP Based
2044,Male,0,4,4,2.0,2.0,3.0,2.0,2.0,General,General / CAP Based
2045,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2046,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Reserved,General / CAP Based
2049,Male,0,4,4,1.0,2.0,1.0,2.0,2.0,General,General / CAP Based
2050,Female,0,4,4,2.0,1.0,1.0,2.0,4.0,General,General / CAP Based
2051,Female,0,4,4,1.0,2.0,1.0,3.0,2.0,General,General / CAP Based
2053,Male,0,4,4,2.0,3.0,4.0,3.0,3.0,General,General / CAP Based
2054,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,General,General / CAP Based
2055,Male,0,4,4,2.0,3.0,3.0,3.0,4.0,Reserved,General / CAP Based
2058,Female,0,4,4,2.0,2.0,2.0,2.0,2.0,General,General / CAP Based
2059,Male,0,4,4,1.0,2.0,3.0,4.0,3.0,General,General / CAP Based
2061,Male,0,4,4,2.0,2.0,3.0,2.0,2.0,General,General / CAP Based
2062,Male,0,4,4,1.0,2.0,2.0,2.0,1.0,General,General / CAP Based
2063,Male,0,4,4,2.0,1.0,1.0,1.0,2.0,General,General / CAP Based
2064,Male,0,4,4,2.0,1.0,1.0,2.0,2.0,General,General / CAP Based
2065,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,General,General / CAP Based
2066,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2067,Male,0,4,4,2.0,1.0,3.0,4.0,3.0,General,General / CAP Based
2068,Male,0,4,4,2.0,2.0,3.0,4.0,3.0,General,General / CAP Based
2069,Male,0,4,4,2.0,2.0,2.0,3.0,3.0,General,General / CAP Based
2070,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,General,General / CAP Based
2071,Male,0,4,4,2.0,2.0,2.0,3.0,2.0,General,General / CAP Based
2072,Male,0,2,2,2.0,2.0,2.0,1.0,2.0,General,General / CAP Based
2073,Male,0,4,4,1.0,2.0,2.0,1.0,2.0,General,General / CAP Based
2074,Male,0,1,1,1.0,1.0,1.0,1.0,1.0,Reserved,General / CAP Based
2075,Male,0,4,4,3.0,2.0,3.0,3.0,3.0,Reserved,General / CAP Based
2076,Female,0,4,4,2.0,2.0,3.0,3.0,3.0,General,General / CAP Based
2077,Male,0,4,4,3.0,3.0,2.0,3.0,3.0,General,General / CAP Based
2078,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,General,General / CAP Based
2079,Male,0,4,4,3.0,3.0,3.0,3.0,3.0,General,General / CAP Based
2080,Male,0,2,2,1.0,1.0,1.0,2.0,1.0,General,General / CAP Based
2081,Male,0,4,4,1.0,1.0,1.0,2.0,2.0,General,General / CAP Based
2082,Male,0,3,3,1.0,1.0,1.0,1.0,1.0,General,General / CAP Based
2083,Female,0,4,4,1.0,1.0,2.0,2.0,3.0,General,General / CAP Based
2084,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,General,General / CAP Based
2086,Male,0,4,4,1.0,2.0,2.0,1.0,2.0,open,CAP
2087,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,open,CAP
2088,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,obc,CAP
2090,Male,0,4,4,1.0,2.0,3.0,4.0,4.0,SC,CAP
2091,Female,0,4,4,3.0,2.0,3.0,3.0,4.0,open,CAP
2092,Male,0,3,3,1.0,2.0,2.0,2.0,4.0,open,Minority
2093,Male,0,4,4,2.0,2.0,4.0,4.0,4.0,open,CAP
2095,Female,1,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2097,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2098,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2099,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2100,Female,1,4,4,2.0,2.0,2.0,2.0,1.0,open,CAP
2101,Male,0,3,3,2.0,2.0,2.0,1.0,3.0,open,CAP
2102,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,Minority
2103,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,CAP
2106,Female,0,4,4,1.0,2.0,2.0,3.0,4.0,open,CAP
2107,Female,0,4,4,3.0,4.0,3.0,3.0,4.0,open,CAP
2108,Male,0,4,4,3.0,2.0,4.0,4.0,4.0,open,CAP
2109,Female,0,4,4,1.0,2.0,3.0,4.0,4.0,open,CAP
2110,Male,0,2,2,3.0,3.0,3.0,3.0,4.0,open,CAP
2113,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2114,Female,0,4,4,1.0,2.0,2.0,3.0,4.0,obc,CAP
2115,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2116,Female,0,4,4,1.0,2.0,2.0,2.0,4.0,open,CAP
2117,Male,0,4,4,2.0,2.0,2.0,3.0,4.0,open,CAP
2118,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2119,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,SBC,TFWS
2120,Male,0,4,4,2.0,3.0,4.0,3.0,4.0,open,CAP
2121,Female,0,4,4,2.0,3.0,2.0,2.0,2.0,open,CAP
2122,Male,1,3,3,2.0,2.0,2.0,3.0,4.0,open,CAP
2123,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,open,CAP
2125,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2128,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2129,Male,0,3,3,1.0,2.0,3.0,1.0,3.0,open,CAP
2130,Male,0,4,4,1.0,2.0,2.0,2.0,2.0,SC,CAP
2132,Male,0,3,3,3.0,3.0,4.0,4.0,4.0,open,CAP
2133,Female,1,4,4,1.0,2.0,1.0,2.0,4.0,open,CAP
2134,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,obc,CAP
2135,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,open,CAP
2136,Male,0,4,4,3.0,4.0,3.0,4.0,4.0,open,CAP
2137,Female,0,4,4,2.0,1.0,1.0,2.0,3.0,open,CAP
2138,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,open,CAP
2139,Female,0,2,2,3.0,3.0,2.0,4.0,4.0,open,CAP
2140,Female,0,4,4,2.0,1.0,2.0,3.0,3.0,open,CAP
2141,Male,1,4,4,3.0,2.0,3.0,2.0,4.0,obc,CAP
2142,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2143,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2144,Female,0,4,4,1.0,2.0,1.0,2.0,3.0,open,CAP
2145,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2146,Male,0,4,4,1.0,2.0,1.0,1.0,2.0,open,CAP
2147,Female,0,4,4,3.0,3.0,2.0,3.0,4.0,obc,CAP
2149,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2150,Male,1,4,4,2.0,1.0,3.0,3.0,4.0,open,CAP
2151,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,TFWS
2152,Male,0,4,4,2.0,2.0,3.0,4.0,4.0,open,CAP
2154,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,TFWS
2156,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2157,Male,0,4,4,2.0,2.0,1.0,1.0,2.0,open,CAP
2158,Female,0,4,4,2.0,1.0,3.0,3.0,4.0,open,Minority
2160,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2161,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,open,CAP
2162,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2163,Male,0,3,3,3.0,1.0,3.0,3.0,3.0,open,Minority
2164,Male,0,4,4,1.0,2.0,2.0,1.0,1.0,open,DSE-CAP
2165,Female,0,4,4,2.0,2.0,4.0,3.0,3.0,open,CAP
2166,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2167,Female,0,4,4,1.0,1.0,2.0,2.0,3.0,open,Minority
2168,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,obc,CAP
2170,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,CAP
2172,Female,0,4,4,2.0,3.0,4.0,3.0,4.0,open,Minority
2174,Female,0,4,4,2.0,3.0,4.0,3.0,4.0,open,Minority
2175,Female,0,4,4,1.0,2.0,2.0,2.0,2.0,obc,CAP
2179,Male,0,4,4,2.0,2.0,3.0,3.0,4.0,open,CAP
2182,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,DSE-CAP
2183,Male,0,4,4,2.0,3.0,4.0,4.0,3.0,open,CAP
2184,Male,1,4,4,1.0,1.0,4.0,4.0,4.0,open,CAP
2186,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,open,CAP
2189,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,Minority
2193,Male,0,4,4,2.0,2.0,3.0,2.0,3.0,open,CAP
2196,Male,0,4,4,2.0,4.0,4.0,4.0,4.0,open,CAP
2197,Male,0,4,4,3.0,2.0,4.0,4.0,4.0,open,CAP
2198,Female,0,4,4,2.0,1.0,3.0,3.0,3.0,open,Minority
2199,Male,0,4,4,2.0,3.0,2.0,3.0,3.0,open,Minority
2200,Male,0,4,4,3.0,2.0,3.0,4.0,4.0,open,CAP
2202,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,General / CAP Based
2203,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,General / CAP Based
2204,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2205,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2206,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2207,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2208,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2209,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,open,CAP
2210,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2211,Female,0,4,4,4.0,2.0,4.0,4.0,4.0,open,General / CAP Based
2212,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2215,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,obc,CAP
2216,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2217,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,open,CAP
2218,Male,0,4,4,1.0,2.0,2.0,3.0,3.0,open,CAP
2219,Female,0,4,4,2.0,3.0,3.0,3.0,4.0,open,General / CAP Based
2222,Male,0,4,4,3.0,2.0,3.0,4.0,3.0,open,CAP
2224,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2225,Female,0,3,3,2.0,2.0,3.0,3.0,4.0,open,Minority
2227,Female,0,4,4,1.0,2.0,3.0,3.0,3.0,open,CAP CAP
2228,Female,0,4,4,3.0,1.0,2.0,4.0,4.0,open,CAP CAP
2229,Male,0,4,4,2.0,2.0,3.0,3.0,4.0,open,CAP
2230,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,General / CAP Based
2231,Female,0,4,4,3.0,4.0,3.0,3.0,3.0,open,CAP
2233,Male,1,3,3,2.0,3.0,3.0,3.0,4.0,open,CAP
2235,Female,0,3,3,2.0,3.0,4.0,4.0,4.0,open,CAP
2236,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2237,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,open,CAP
2238,Male,0,3,3,2.0,3.0,1.0,1.0,3.0,open,CAP
2239,Male,0,1,1,3.0,3.0,3.0,4.0,4.0,SC,CAP
2240,Female,0,4,4,2.0,2.0,3.0,3.0,4.0,open,CAP
2241,Male,0,4,4,2.0,2.0,2.0,3.0,4.0,obc,CAP
2242,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,TFWS
2243,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,JK
2244,Male,0,4,4,3.0,3.0,3.0,2.0,4.0,SC,CAP
2246,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2247,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2248,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2249,Male,0,4,4,2.0,3.0,1.0,3.0,4.0,open,CAP
2250,Male,0,4,4,1.0,2.0,1.0,2.0,2.0,obc,CAP
2251,Male,0,4,4,4.0,3.0,4.0,3.0,4.0,open,CAP
2252,Male,0,4,4,3.0,3.0,4.0,3.0,4.0,open,CAP
2253,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2254,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2256,Female,0,4,4,2.0,2.0,2.0,3.0,4.0,open,CAP
2257,Male,0,2,2,1.0,2.0,2.0,1.0,2.0,open,CAP
2258,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,open,CAP
2259,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,open,CAP
2260,Female,0,4,4,4.0,4.0,3.0,4.0,4.0,open,CAP
2261,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2262,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,open,CAP
2263,Female,0,4,4,1.0,2.0,1.0,1.0,3.0,open,CAP
2264,Male,0,4,4,2.0,2.0,2.0,2.0,2.0,open,CAP
2265,Male,0,4,4,2.0,3.0,4.0,3.0,2.0,open,CAP
2267,Male,0,4,4,1.0,1.0,1.0,1.0,2.0,SC,CAP
2268,Male,0,4,4,3.0,3.0,2.0,3.0,4.0,open,CAP
2269,Male,0,4,4,3.0,3.0,3.0,2.0,4.0,open,CAP
2271,Female,0,4,4,3.0,3.0,3.0,3.0,4.0,open,CAP
2272,Female,0,4,4,1.0,2.0,2.0,2.0,3.0,open,CAP
2273,Female,0,4,4,2.0,3.0,1.0,3.0,4.0,open,CAP
2274,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,open,CAP
2275,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,TFWS
2276,Male,0,4,4,2.0,3.0,2.0,2.0,3.0,open,CAP
2277,Male,0,2,2,2.0,2.0,1.0,1.0,2.0,open,CAP
2279,Male,0,3,3,2.0,2.0,2.0,3.0,4.0,open,CAP
2280,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,CAP
2283,Female,1,4,4,1.0,1.0,1.0,1.0,3.0,open,CAP
2285,Male,0,4,4,2.0,2.0,2.0,1.0,2.0,open,CAP
2287,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2288,Male,0,4,4,1.0,2.0,1.0,2.0,4.0,open,Minority
2291,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,open,Defence
2292,Male,1,3,3,1.0,1.0,1.0,1.0,3.0,open,CAP
2294,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2295,Male,0,4,4,2.0,2.0,2.0,4.0,4.0,open,CAP
2296,Male,0,3,3,1.0,1.0,1.0,1.0,1.0,open,CAP
2297,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2298,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2299,Female,1,4,4,1.0,1.0,1.0,1.0,2.0,open,Minority
2300,Male,0,4,4,2.0,3.0,4.0,3.0,4.0,open,CAP
2301,Male,0,4,4,2.0,3.0,3.0,3.0,4.0,open,CAP
2302,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,open,CAP
2303,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,open,CAP
2304,Male,0,4,4,1.0,1.0,2.0,3.0,4.0,obc,Caste
2305,Male,0,4,4,3.0,3.0,3.0,4.0,4.0,open,CAP
2306,Male,2,3,3,2.0,2.0,2.0,1.0,2.0,open,Minority
2307,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2308,Male,0,4,4,2.0,3.0,4.0,3.0,4.0,open,Minority
2311,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2312,Male,0,3,3,1.0,1.0,3.0,3.0,4.0,open,Minority
2313,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2315,Female,0,3,3,1.0,2.0,1.0,2.0,2.0,open,Minority
2316,Female,0,4,4,3.0,2.0,3.0,4.0,4.0,obc,CAP
2317,Male,0,4,4,2.0,2.0,1.0,1.0,2.0,open,Minority
2318,Male,0,4,4,4.0,4.0,4.0,4.0,3.0,open,CAP
2320,male,0,4,4,1.0,1.0,1.0,2.0,3.0,open,CAP
2322,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2325,Female,0,4,4,3.0,2.0,3.0,2.0,3.0,obc,CAP
2327,Female,0,4,4,3.0,2.0,4.0,4.0,4.0,open,Minority
2328,Female,0,4,4,3.0,3.0,2.0,3.0,4.0,obc,CAP
2329,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2330,Male,0,3,3,1.0,2.0,3.0,2.0,2.0,open,Minority
2331,Male,0,4,4,3.0,3.0,3.0,4.0,4.0,open,CAP
2332,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2333,Male,0,4,4,2.0,3.0,3.0,2.0,3.0,open,Minority
2336,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,CAP
2339,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2340,Male,0,2,2,1.0,1.0,1.0,1.0,2.0,open,Minority
2341,Male,0,4,4,4.0,4.0,4.0,4.0,2.0,open,CAP
2343,Male,0,4,4,2.0,3.0,2.0,3.0,4.0,open,Minority
2344,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2345,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,open,CAP
2346,Female,0,4,4,2.0,3.0,3.0,3.0,4.0,open,CAP
2347,Male,0,4,4,2.0,2.0,1.0,2.0,4.0,open,CAP
2348,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2350,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2351,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,open,CAP
2352,Female,0,4,4,2.0,2.0,1.0,2.0,4.0,open,CAP
2353,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,CAP
2354,Male,0,4,4,2.0,2.0,3.0,3.0,4.0,open,CAP
2355,Male,0,4,4,2.0,3.0,3.0,3.0,4.0,open,CAP
2357,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2358,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,open,Minority
2359,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,SC,CAP
2360,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,open,Minority
2361,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2362,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2363,Female,0,4,4,2.0,3.0,4.0,3.0,4.0,open,CAP
2364,Male,0,4,4,4.0,3.0,3.0,4.0,4.0,open,JK
2365,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,open,TFWS
2366,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2368,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2372,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,obc,CAP
2373,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,obc,CAP
2374,Male,0,4,4,3.0,2.0,3.0,3.0,3.0,open,CAP
2375,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,open,CAP
2379,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,open,Minority
2380,Male,0,4,4,3.0,2.0,3.0,4.0,4.0,open,Minority
2381,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2382,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,obc,CAP
2383,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,Minority
2447,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2448,Male,0,4,4,2.0,4.0,3.0,4.0,3.0,open,CAP
2449,Male,0,4,4,3.0,4.0,3.0,3.0,3.0,open,CAP
2451,Male,0,4,4,4.0,4.0,4.0,4.0,3.0,open,CAP
2452,Female,0,4,4,2.0,3.0,2.0,4.0,3.0,open,CAP
2454,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2457,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2458,Male,0,4,4,3.0,3.0,2.0,3.0,4.0,open,CAP
2459,Female,0,4,4,1.0,1.0,1.0,1.0,3.0,open,CAP
2460,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2461,Female,0,4,4,4.0,4.0,4.0,3.0,4.0,open,CAP
2462,Male,0,4,4,2.0,3.0,3.0,3.0,3.0,open,CAP
2463,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2464,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2465,Male,0,4,4,2.0,3.0,1.0,3.0,3.0,open,CAP
2466,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2468,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2469,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2470,Male,0,4,4,2.0,2.0,1.0,2.0,3.0,open,CAP
2471,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2472,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2473,Male,0,4,4,4.0,4.0,4.0,3.0,3.0,open,CAP
2474,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2475,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2477,Male,0,3,3,3.0,3.0,3.0,4.0,3.0,open,CAP
2478,Male,0,4,4,1.0,2.0,2.0,2.0,2.0,open,CAP
2479,Female,0,4,4,4.0,4.0,3.0,4.0,3.0,open,CAP
2480,Female,0,4,4,1.0,2.0,2.0,3.0,4.0,open,CAP
2481,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2483,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,open,CAP
2484,Male,0,4,4,2.0,1.0,1.0,2.0,1.0,open,CAP
2486,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2487,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
2488,Male,0,4,4,3.0,4.0,3.0,4.0,3.0,open,CAP
2489,Male,0,4,4,3.0,4.0,3.0,4.0,4.0,open,CAP
2490,Male,0,4,4,1.0,3.0,2.0,3.0,3.0,open,CAP
2492,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,open,CAP
