,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
2161,138,138,0.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,138,138
2163,139,139,0.0,4.0,4.0,7.0,5.0,6.0,6.0,7.0,139,139
2164,140,140,0.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,140,140
2165,141,141,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,141,141
2166,142,142,0.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,142,142
2167,143,143,0.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,143,143
2168,128,128,0.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,128,128
2169,127,127,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,127,127
2170,126,126,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,126,126
2171,117,117,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,117,117
2173,111,111,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,111,111
2175,112,112,0.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,112,112
2177,113,113,0.0,3.0,3.0,4.0,5.0,6.0,5.0,6.0,113,113
2178,114,114,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,114,114
2182,115,115,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,115,115
2185,116,116,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,116,116
2186,118,118,0.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,118,118
2187,125,125,1.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,125,125
2189,119,119,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,119,119
2192,120,120,0.0,3.0,3.0,5.0,5.0,6.0,6.0,7.0,120,120
2196,121,121,0.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,121,121
2199,122,122,0.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,122,122
2200,123,123,0.0,3.0,3.0,5.0,4.0,6.0,7.0,7.0,123,123
2201,124,124,0.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,124,124
2202,73,73,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,73,73
2203,72,72,0.0,3.0,3.0,5.0,4.0,5.0,7.0,7.0,72,72
2205,71,71,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,71,71
2206,70,70,0.0,4.0,4.0,7.0,5.0,6.0,7.0,7.0,70,70
2207,19,19,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,19,19
2208,20,20,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,20,20
2209,21,21,0.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,21,21
2210,22,22,0.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,22,22
2211,23,23,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,23,23
2212,24,24,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,24,24
2213,26,26,0.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,26,26
2214,33,33,0.0,4.0,4.0,6.0,4.0,7.0,7.0,6.0,33,33
2215,27,27,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,27,27
2218,28,28,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,28,28
2219,29,29,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,29,29
2220,30,30,0.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,30,30
2221,31,31,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,31,31
2222,32,32,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,32,32
2225,18,18,0.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,18,18
2227,25,25,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,25,25
2228,17,17,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,17,17
2230,7,7,0.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,7,7
2231,1,1,0.0,4.0,4.0,5.0,3.0,4.0,6.0,6.0,1,1
2232,2,2,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,2,2
2233,3,3,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,3,3
2234,4,4,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4,4
2236,5,5,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,5,5
2238,6,6,0.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,6,6
2239,8,8,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,8,8
2240,15,15,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,15,15
2241,9,9,0.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,9,9
2242,10,10,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,10,10
2243,11,11,0.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,11,11
2244,12,12,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,12,12
2245,13,13,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,13,13
2246,14,14,0.0,3.0,3.0,6.0,5.0,6.0,6.0,7.0,14,14
2247,16,16,0.0,3.0,3.0,4.0,5.0,5.0,4.0,6.0,16,16
2249,34,34,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,34,34
2250,35,35,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,35,35
2251,36,36,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,36,36
2252,55,55,0.0,3.0,3.0,4.0,5.0,3.0,5.0,6.0,55,55
2253,56,56,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,56,56
2254,57,57,0.0,4.0,4.0,6.0,5.0,7.0,5.0,7.0,57,57
2255,58,58,0.0,4.0,4.0,5.0,5.0,6.0,5.0,7.0,58,58
2256,59,59,0.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,59,59
2257,60,60,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,60,60
2259,61,61,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,61,61
2260,62,62,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,62,62
2261,63,63,0.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,63,63
2262,64,64,0.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,64,64
2263,65,65,0.0,4.0,4.0,7.0,6.0,5.0,7.0,7.0,65,65
2264,66,66,0.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,66,66
2265,67,67,0.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,67,67
2266,68,68,0.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,68,68
2267,69,69,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,69,69
2268,54,54,0.0,3.0,3.0,4.0,5.0,6.0,5.0,4.0,54,54
2270,53,53,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,53,53
2271,52,52,0.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,52,52
2272,43,43,0.0,4.0,4.0,5.0,5.0,5.0,4.0,7.0,43,43
2274,37,37,0.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,37,37
2275,38,38,0.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,38,38
2276,39,39,0.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,39,39
2277,40,40,0.0,3.0,3.0,6.0,6.0,5.0,7.0,7.0,40,40
2278,41,41,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,41,41
2279,42,42,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,42,42
2280,44,44,0.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,44,44
2282,51,51,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,51,51
2283,45,45,0.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,45,45
2286,46,46,1.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,46,46
2288,47,47,0.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,47,47
2290,48,48,0.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,48,48
2291,49,49,0.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,49,49
2294,50,50,0.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,50,50
2295,108,108,1.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,108,108
2297,145,145,0.0,3.0,3.0,6.0,5.0,6.0,6.0,6.0,145,145
2298,146,146,0.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,146,146
2299,147,147,0.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,147,147
2300,240,240,0.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,240,240
2301,241,241,0.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,241,241
2302,242,242,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,242,242
2303,243,243,0.0,3.0,3.0,4.0,5.0,6.0,5.0,6.0,243,243
2304,244,244,0.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,244,244
2305,245,245,0.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,245,245
2306,246,246,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,246,246
2307,247,247,0.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,247,247
2308,248,248,0.0,3.0,3.0,5.0,5.0,5.0,6.0,7.0,248,248
2309,249,249,2.0,3.0,3.0,4.0,4.0,5.0,3.0,6.0,249,249
2310,250,250,0.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,250,250
2311,251,251,0.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,251,251
2314,252,252,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,252,252
2315,253,253,0.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,253,253
2316,254,254,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,254,254
2318,239,239,0.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,239,239
2319,238,238,0.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,238,238
2320,237,237,0.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,237,237
2321,228,228,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,228,228
2323,222,222,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,222,222
2325,223,223,0.0,4.0,4.0,7.0,6.0,7.0,7.0,6.0,223,223
2328,224,224,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,224,224
2330,225,225,0.0,3.0,3.0,5.0,4.0,7.0,7.0,6.0,225,225
2331,226,226,0.0,3.0,3.0,4.0,5.0,4.0,5.0,6.0,226,226
2332,227,227,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,227,227
2333,229,229,0.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,229,229
2334,236,236,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,236,236
2335,230,230,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,230,230
2336,231,231,0.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,231,231
2339,232,232,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,232,232
2342,233,233,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,233,233
2343,234,234,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,234,234
2344,235,235,0.0,3.0,3.0,6.0,6.0,6.0,6.0,4.0,235,235
2346,255,255,0.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,255,255
2347,257,257,0.0,4.0,4.0,4.0,5.0,5.0,7.0,6.0,257,257
2348,292,292,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,292,292
2349,258,258,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,258,258
2350,277,277,0.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,277,277
2351,278,278,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,278,278
2353,279,279,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,279,279
2354,280,280,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,280,280
2355,281,281,0.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,281,281
2356,282,282,0.0,3.0,3.0,7.0,6.0,6.0,7.0,7.0,282,282
2357,283,283,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,283,283
2358,284,284,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,284,284
2360,285,285,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,285,285
2361,286,286,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,286,286
2362,287,287,0.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,287,287
2363,288,288,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,288,288
2364,289,289,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,289,289
2365,290,290,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,290,290
2366,291,291,0.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,291,291
2367,276,276,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,276,276
2368,275,275,0.0,3.0,3.0,6.0,5.0,6.0,7.0,7.0,275,275
2369,274,274,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,274,274
2371,265,265,0.0,3.0,3.0,7.0,6.0,6.0,7.0,7.0,265,265
2375,259,259,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,259,259
2376,260,260,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,260,260
2377,261,261,0.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,261,261
2378,262,262,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,262,262
2382,263,263,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,263,263
2383,264,264,0.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,264,264
2384,266,266,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,266,266
2385,273,273,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,273,273
2386,267,267,0.0,3.0,3.0,5.0,6.0,7.0,6.0,6.0,267,267
2450,268,268,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,268,268
2451,269,269,0.0,3.0,3.0,4.0,6.0,5.0,6.0,5.0,269,269
2452,270,270,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,270,270
2454,271,271,0.0,4.0,4.0,6.0,7.0,6.0,6.0,5.0,271,271
2455,272,272,0.0,3.0,3.0,4.0,5.0,4.0,7.0,5.0,272,272
2457,221,221,0.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,221,221
2460,256,256,0.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,256,256
2461,220,220,0.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,220,220
2462,182,182,0.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,182,182
2463,166,166,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,166,166
2464,167,167,0.0,4.0,4.0,7.0,7.0,6.0,5.0,6.0,167,167
2465,168,168,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,168,168
2466,169,169,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,169,169
2467,170,170,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,170,170
2468,171,171,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,171,171
2469,172,172,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,172,172
2471,173,173,0.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,173,173
2472,174,174,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,174,174
2473,175,175,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,175,175
2474,176,176,0.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,176,176
2475,177,177,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,177,177
2476,178,178,0.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,178,178
2477,179,179,0.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,179,179
2478,180,180,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,180,180
2480,165,165,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,165,165
2481,164,164,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,164,164
2482,163,163,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,163,163
2483,154,154,0.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,154,154
2484,148,148,0.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,148,148
2486,149,149,0.0,3.0,3.0,5.0,6.0,6.0,7.0,6.0,149,149
2487,150,150,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,150,150
2489,151,151,0.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,151,151
2490,152,152,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,152,152
2491,153,153,0.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,153,153
2492,155,155,0.0,3.0,3.0,5.0,6.0,5.0,6.0,6.0,155,155
2493,162,162,0.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,162,162
2495,156,156,0.0,3.0,3.0,6.0,6.0,7.0,6.0,6.0,156,156
2496,157,157,0.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,157,157
2497,158,158,0.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,158,158
2498,159,159,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,159,159
2499,160,160,0.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,160,160
2500,161,161,0.0,4.0,4.0,6.0,7.0,7.0,7.0,5.0,161,161
2501,181,181,0.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,181,181
2502,183,183,0.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,183,183
2503,218,218,0.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,218,218
2504,184,184,0.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,184,184
2505,203,203,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,203,203
2506,204,204,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,204,204
2507,205,205,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,205,205
2508,206,206,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,206,206
2509,207,207,0.0,3.0,3.0,6.0,7.0,6.0,6.0,6.0,207,207
2511,208,208,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,208,208
2512,209,209,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,209,209
2513,210,210,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,210,210
2514,211,211,0.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,211,211
2515,212,212,0.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,212,212
2516,213,213,0.0,4.0,4.0,6.0,7.0,5.0,6.0,6.0,213,213
2517,214,214,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,214,214
2518,215,215,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,215,215
2519,216,216,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,216,216
2520,217,217,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,217,217
2521,202,202,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,202,202
2522,201,201,0.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,201,201
2523,200,200,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,200,200
2524,191,191,0.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,191,191
2525,185,185,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,185,185
2526,186,186,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,186,186
2527,187,187,0.0,3.0,3.0,4.0,6.0,4.0,5.0,5.0,187,187
2528,188,188,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,188,188
2529,189,189,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,189,189
2530,190,190,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,190,190
2531,192,192,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,192,192
2532,199,199,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,199,199
2533,193,193,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,193,193
2536,194,194,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,194,194
2537,195,195,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,195,195
2538,196,196,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,196,196
2539,197,197,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,197,197
2540,198,198,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,198,198
2541,441,441,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,441,441
2542,589,589,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,589,589
2543,590,590,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,590,590
2545,591,591,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,591,591
2546,980,980,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,980,980
2547,981,981,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,981,981
2548,982,982,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,982,982
2549,983,983,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,983,983
2550,984,984,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,984,984
2552,985,985,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,985,985
2554,986,986,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,986,986
2555,987,987,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,987,987
2556,988,988,0.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,988,988
2557,989,989,0.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,989,989
2558,990,990,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,990,990
2559,991,991,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,991,991
2560,992,992,0.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,992,992
2561,993,993,0.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,993,993
2563,994,994,0.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,994,994
2564,979,979,0.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,979,979
2565,978,978,0.0,3.0,3.0,5.0,6.0,5.0,6.0,5.0,978,978
2566,977,977,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,977,977
2567,968,968,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,968,968
2568,962,962,0.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,962,962
2569,963,963,0.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,963,963
2570,964,964,0.0,4.0,4.0,6.0,6.0,6.0,7.0,6.0,964,964
2571,965,965,0.0,4.0,4.0,5.0,7.0,6.0,7.0,6.0,965,965
2572,966,966,0.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,966,966
2573,967,967,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,967,967
2575,969,969,0.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,969,969
2576,976,976,0.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,976,976
2577,970,970,0.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,970,970
2578,971,971,0.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,971,971
2581,972,972,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,972,972
2582,973,973,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,973,973
2583,974,974,0.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,974,974
2584,975,975,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,975,975
2585,995,995,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,995,995
2586,997,997,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,997,997
2588,1032,1032,0.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,1032,1032
2589,998,998,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,998,998
2590,1017,1017,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1017,1017
2591,1018,1018,0.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,1018,1018
2594,1019,1019,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,1019,1019
2595,1020,1020,0.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1020,1020
2596,1021,1021,0.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,1021,1021
2597,1022,1022,0.0,3.0,3.0,6.0,6.0,6.0,7.0,6.0,1022,1022
2598,1023,1023,0.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,1023,1023
2599,1024,1024,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1024,1024
2602,1025,1025,0.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,1025,1025
2603,1026,1026,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,1026,1026
2604,1027,1027,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1027,1027
2605,1028,1028,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1028,1028
2606,1029,1029,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1029,1029
2607,1030,1030,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1030,1030
2608,1031,1031,0.0,3.0,3.0,6.0,6.0,5.0,5.0,5.0,1031,1031
2609,1016,1016,0.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,1016,1016
2610,1015,1015,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,1015,1015
2612,1014,1014,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1014,1014
2613,1005,1005,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1005,1005
2614,999,999,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,999,999
2616,1000,1000,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1000,1000
2617,1001,1001,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1001,1001
2618,1002,1002,0.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,1002,1002
2619,1003,1003,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,1003,1003
2620,1004,1004,0.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0,1004,1004
2621,1006,1006,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1006,1006
2622,1013,1013,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,1013,1013
2623,1007,1007,0.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,1007,1007
2624,1008,1008,0.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1008,1008
2625,1009,1009,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,1009,1009
2626,1010,1010,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1010,1010
2627,1011,1011,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1011,1011
2628,1012,1012,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,1012,1012
2629,961,961,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,961,961
2631,996,996,0.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,996,996
